semana,fecha_pago,pago_capital,pago_interes,pago_semanal,saldo_capital,cartera_vigente,pago,prestamo_id,abono_registrado,saldo_pendiente
2,2020-10-21,1293.28,506.72,1800.0,21441.52,25200.0,1,294,1500.0,300.0
2,2020-10-27,2047.69,802.31,2850.0,33949.08,39900.0,0,,0.0,0.0
2,2020-10-27,2047.69,802.31,2850.0,33949.08,39900.0,0,,0.0,0.0
2,2020-10-27,2748.22,1076.78,3825.0,45563.23,53550.0,0,,0.0,0.0
2,2020-10-28,2640.45,1034.55,3675.0,43776.43,51450.0,0,302,0.0,0.0
2,2020-10-28,1939.92,760.08,2700.0,32162.28,37800.0,0,303,0.0,0.0
2,2020-10-28,1077.73,422.27,1500.0,17867.94,21000.0,0,,0.0,0.0
2,2020-10-27,2748.22,1076.78,3825.0,45563.23,53550.0,0,301,0.0,0.0
2,2020-10-29,1616.6,633.4,2250.0,26801.9,31500.0,0,,0.0,0.0
2,2020-10-29,3233.2,1266.8,4500.0,53603.8,63000.0,0,,0.0,0.0
2,2020-10-29,3233.2,1266.8,4500.0,53603.8,63000.0,0,,0.0,0.0
2,2020-10-29,2424.9,950.1,3375.0,40202.85,47250.0,0,,0.0,0.0
2,2020-10-29,2424.9,950.1,3375.0,40202.85,47250.0,0,,0.0,0.0
2,2020-10-26,3017.65,1182.35,4200.0,50030.22,58800.0,0,299,0.0,0.0
2,2020-10-23,1670.49,654.51,2325.0,27695.29,32550.0,1,298,2325.0,0.0
2,2020-10-30,4310.93,1689.07,6000.0,71471.74,84000.0,0,307,0.0,0.0
2,2020-10-27,2047.69,802.31,2850.0,33949.08,39900.0,0,300,0.0,0.0
2,2020-10-29,2424.9,950.1,3375.0,40202.85,47250.0,0,306,0.0,0.0
2,2020-10-29,3233.2,1266.8,4500.0,53603.8,63000.0,0,305,0.0,0.0
2,2020-10-28,1077.73,422.27,1500.0,17867.94,21000.0,0,304,0.0,0.0
2,2020-11-02,2263.24,886.76,3150.0,37522.66,44100.0,0,,0.0,0.0
2,2020-11-02,4041.5,1583.5,5625.0,67004.75,78750.0,0,,0.0,0.0
2,2020-11-02,2263.24,886.76,3150.0,37522.66,44100.0,0,308,0.0,0.0
2,2020-11-02,4041.5,1583.5,5625.0,67004.75,78750.0,0,309,0.0,0.0
2,2020-11-04,1670.49,654.51,2325.0,27695.29,32550.0,0,,0.0,0.0
2,2020-11-04,1670.49,654.51,2325.0,27695.29,32550.0,0,310,0.0,0.0
2,2020-11-05,2263.24,886.76,3150.0,37522.66,44100.0,0,311,0.0,0.0
2,2020-11-06,2694.33,1055.67,3750.0,44669.84,52500.0,0,312,0.0,0.0
2,2020-11-09,2424.9,950.1,3375.0,40202.85,47250.0,0,,0.0,0.0
2,2020-11-09,2424.9,950.1,3375.0,40202.85,47250.0,0,313,0.0,0.0
2,2020-12-11,4041.5,1583.5,5625.0,67004.75,78750.0,0,,0.0,0.0
2,2020-11-10,1616.6,633.4,2250.0,26801.9,31500.0,0,315,0.0,0.0
2,2020-11-10,2209.35,865.65,3075.0,36629.27,43050.0,0,316,0.0,0.0
2,2020-11-10,4095.39,1604.61,5700.0,67898.14,79800.0,0,317,0.0,0.0
2,2020-11-10,1724.37,675.63,2400.0,28588.7,33600.0,0,318,0.0,0.0
2,2020-11-10,3772.07,1477.93,5250.0,62537.76,73500.0,0,319,0.0,0.0
2,2020-11-11,3233.2,1266.8,4500.0,53603.8,63000.0,0,320,0.0,0.0
2,2020-11-11,1778.26,696.74,2475.0,29482.09,34650.0,0,,0.0,0.0
2,2020-11-11,1778.26,696.74,2475.0,29482.09,34650.0,0,321,0.0,0.0
2,2020-11-11,1347.17,527.83,1875.0,22334.91,26250.0,0,322,0.0,0.0
2,2020-11-10,4041.5,1583.5,5625.0,67004.75,78750.0,0,314,0.0,0.0
2,2020-11-11,2263.24,886.76,3150.0,37522.66,44100.0,0,323,0.0,0.0
3,2018-12-12,3966.24,1433.76,5400.0,60358.32,70200.0,1,,5400.0,0.0
3,2018-12-21,4737.45,1712.55,6450.0,72094.67,83850.0,0,,0.0,0.0
3,2018-12-21,4737.45,1712.55,6450.0,72094.67,83850.0,0,,0.0,0.0
3,2018-12-21,4737.45,1712.55,6450.0,72094.67,83850.0,0,,0.0,0.0
3,2018-12-21,4737.45,1712.55,6450.0,72094.67,83850.0,0,,0.0,0.0
3,2018-12-21,4737.45,1712.55,6450.0,72094.67,83850.0,0,,0.0,0.0
3,2018-12-24,9144.39,3305.61,12450.0,139159.45,161850.0,0,,0.0,0.0
3,2018-12-24,9144.39,3305.61,12450.0,139159.45,161850.0,0,,0.0,0.0
3,2018-12-24,9144.39,3305.61,12450.0,139159.45,161850.0,0,,0.0,0.0
3,2018-12-24,9144.39,3305.61,12450.0,139159.45,161850.0,0,,0.0,0.0
3,2018-11-14,4957.8,1792.2,6750.0,75447.9,87750.0,0,,0.0,0.0
3,2018-12-19,7712.13,2787.87,10500.0,117363.41,136500.0,0,,0.0,0.0
3,2018-12-12,6059.53,2190.47,8250.0,92214.11,107250.0,0,,0.0,0.0
3,2018-11-26,2644.16,955.84,3600.0,40238.88,46800.0,0,,0.0,0.0
3,2018-11-26,2644.16,955.84,3600.0,40238.88,46800.0,0,,0.0,0.0
3,2018-12-12,6059.53,2190.47,8250.0,92214.11,107250.0,0,,0.0,0.0
3,2018-12-12,6059.53,2190.47,8250.0,92214.11,107250.0,0,,0.0,0.0
3,2018-12-12,6059.53,2190.47,8250.0,92214.11,107250.0,0,,0.0,0.0
3,2018-12-19,7712.13,2787.87,10500.0,117363.41,136500.0,0,,0.0,0.0
3,2018-11-14,4957.8,1792.2,6750.0,75447.9,87750.0,0,,0.0,0.0
3,2018-12-24,9144.39,3305.61,12450.0,139159.45,161850.0,0,,0.0,0.0
3,2018-11-29,4406.93,1593.07,6000.0,67064.81,78000.0,0,,0.0,0.0
3,2018-12-24,2368.73,856.27,3225.0,36047.32,41925.0,0,,0.0,0.0
3,2018-11-16,3305.2,1194.8,4500.0,50298.6,58500.0,0,,0.0,0.0
3,2018-11-29,4406.93,1593.07,6000.0,67064.81,78000.0,0,,0.0,0.0
3,2018-11-30,4902.71,1772.29,6675.0,74609.6,86775.0,0,,0.0,0.0
3,2018-11-09,1101.73,398.27,1500.0,16766.21,19500.0,0,,0.0,0.0
3,2018-12-28,2754.33,995.67,3750.0,41915.51,48750.0,0,,0.0,0.0
3,2018-12-24,2368.73,856.27,3225.0,36047.32,41925.0,0,,0.0,0.0
3,2018-11-16,3305.2,1194.8,4500.0,50298.6,58500.0,0,,0.0,0.0
3,2018-11-30,4902.71,1772.29,6675.0,74609.6,86775.0,0,,0.0,0.0
3,2018-11-09,1101.73,398.27,1500.0,16766.21,19500.0,0,,0.0,0.0
3,2018-12-28,3580.63,1294.37,4875.0,54490.16,63375.0,0,,0.0,0.0
3,2018-11-19,7161.27,2588.73,9750.0,108980.29,126750.0,0,,0.0,0.0
3,2018-11-09,3084.85,1115.15,4200.0,46945.37,54600.0,1,,4200.0,0.0
3,2018-10-29,1322.08,477.92,1800.0,20119.44,23400.0,1,16,1800.0,0.0
3,2019-01-02,4957.8,1792.2,6750.0,75447.9,87750.0,1,,6750.0,0.0
3,2018-11-14,4957.8,1792.2,6750.0,75447.9,87750.0,1,4,6750.0,0.0
3,2018-11-26,2644.16,955.84,3600.0,40238.88,46800.0,1,,3600.0,0.0
3,2018-12-12,6059.53,2190.47,8250.0,92214.11,107250.0,0,,0.0,0.0
3,2018-12-19,7712.13,2787.87,10500.0,117363.41,136500.0,0,,0.0,0.0
3,2018-11-16,3305.2,1194.8,4500.0,50298.6,58500.0,1,9,4500.0,0.0
3,2018-11-30,4902.71,1772.29,6675.0,74609.6,86775.0,0,,0.0,0.0
3,2018-11-09,1101.73,398.27,1500.0,16766.21,19500.0,1,,1500.0,0.0
3,2018-12-28,2754.33,995.67,3750.0,41915.51,48750.0,1,,3750.0,0.0
3,2018-12-28,3580.63,1294.37,4875.0,54490.16,63375.0,1,,4875.0,0.0
3,2018-11-14,4186.59,1513.41,5700.0,63711.55,74100.0,1,,5700.0,0.0
3,2018-11-07,3856.07,1393.93,5250.0,58681.69,68250.0,1,19,5250.0,0.0
3,2018-10-24,3305.2,1194.8,4500.0,50298.6,58500.0,1,,4500.0,0.0
3,2018-10-03,2203.47,796.53,3000.0,33532.39,39000.0,0,,0.0,0.0
3,2018-11-29,4406.93,1593.07,6000.0,67064.81,78000.0,0,,0.0,0.0
3,2018-12-12,3966.24,1433.76,5400.0,60358.32,70200.0,1,,5400.0,0.0
3,2018-12-24,9144.39,3305.61,12450.0,139159.45,161850.0,0,,0.0,0.0
3,2018-12-24,2368.73,856.27,3225.0,36047.32,41925.0,1,,3225.0,0.0
3,2018-10-24,1928.03,696.97,2625.0,29340.86,34125.0,1,23,2625.0,0.0
3,2018-10-31,4406.93,1593.07,6000.0,67064.81,78000.0,0,,0.0,0.0
3,2018-11-09,1156.82,418.18,1575.0,17604.51,20475.0,1,25,1575.0,0.0
3,2019-01-09,2313.64,836.36,3150.0,35209.02,40950.0,1,26,3150.0,0.0
3,2018-10-03,2203.47,796.53,3000.0,33532.39,39000.0,1,,3000.0,0.0
3,2018-10-03,2203.47,796.53,3000.0,33532.39,39000.0,0,,0.0,0.0
3,2018-10-03,2203.47,796.53,3000.0,33532.39,39000.0,1,,3000.0,0.0
3,2018-10-03,2203.47,796.53,3000.0,33532.39,39000.0,1,,3000.0,0.0
3,2018-10-03,2203.47,796.53,3000.0,33532.39,39000.0,1,21,3000.0,0.0
3,2018-12-12,6059.53,2190.47,8250.0,92214.11,107250.0,1,6,8250.0,0.0
3,2018-11-30,4902.71,1772.29,6675.0,74609.6,86775.0,1,,6675.0,0.0
3,2018-11-19,7161.27,2588.73,9750.0,108980.29,126750.0,1,,9750.0,0.0
3,2018-12-21,2699.25,975.75,3675.0,41077.18,47775.0,0,,0.0,0.0
3,2018-12-24,2699.25,975.75,3675.0,41077.18,47775.0,1,,3675.0,0.0
3,2018-10-31,4406.93,1593.07,6000.0,67064.81,78000.0,1,24,6000.0,0.0
3,2019-01-08,2809.42,1015.58,3825.0,42753.81,49725.0,1,27,3825.0,0.0
3,2019-01-25,2699.25,975.75,3675.0,41077.18,47775.0,1,28,3675.0,0.0
3,2019-01-08,4406.93,1593.07,6000.0,67064.81,78000.0,0,,0.0,0.0
3,2019-01-09,4406.93,1593.07,6000.0,67064.81,78000.0,1,,6000.0,0.0
3,2019-01-31,1432.25,517.75,1950.0,21796.07,25350.0,1,30,1950.0,0.0
3,2019-02-12,3966.24,1433.76,5400.0,60358.32,70200.0,0,,0.0,0.0
3,2019-02-12,3966.24,1433.76,5400.0,60358.32,70200.0,0,,0.0,0.0
3,2019-02-11,5508.67,1991.33,7500.0,83830.99,97500.0,0,,0.0,0.0
3,2019-02-11,5508.67,1991.33,7500.0,83830.99,97500.0,1,32,7500.0,0.0
3,2019-02-15,3966.24,1433.76,5400.0,60358.32,70200.0,1,,5400.0,0.0
3,2018-12-12,3966.24,1433.76,5400.0,60358.32,70200.0,1,1,5400.0,0.0
3,2018-08-27,4737.45,1712.55,6450.0,72094.67,83850.0,0,,0.0,0.0
3,2018-12-19,9089.3,3285.7,12375.0,138321.15,160875.0,1,,12375.0,0.0
3,2018-12-14,4737.45,1712.55,6450.0,72094.67,83850.0,1,,6450.0,0.0
3,2018-08-27,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0
3,2018-08-27,2644.16,955.84,3600.0,40238.88,46800.0,1,34,3600.0,0.0
3,2018-10-24,3305.2,1194.8,4500.0,50298.6,58500.0,1,,4500.0,0.0
3,2018-10-24,3305.2,1194.8,4500.0,50298.6,58500.0,1,20,4500.0,0.0
3,2019-02-18,5508.67,1991.33,7500.0,83830.99,97500.0,1,35,7500.0,0.0
3,2018-12-24,2699.25,975.75,3675.0,41077.18,47775.0,1,3,3675.0,0.0
3,2018-12-19,9089.3,3285.7,12375.0,138321.15,160875.0,1,5,12375.0,0.0
3,2018-11-26,2644.16,955.84,3600.0,40238.88,46800.0,1,7,3600.0,0.0
3,2018-12-24,2368.73,856.27,3225.0,36047.32,41925.0,1,8,3225.0,0.0
3,2018-11-30,4902.71,1772.29,6675.0,74609.6,86775.0,1,10,6675.0,0.0
3,2018-11-07,1101.73,398.27,1500.0,16766.21,19500.0,1,11,1500.0,0.0
3,2018-12-28,2754.33,995.67,3750.0,41915.51,48750.0,1,12,3750.0,0.0
3,2018-12-28,3580.63,1294.37,4875.0,54490.16,63375.0,1,13,4875.0,0.0
3,2018-11-19,7161.27,2588.73,9750.0,108980.29,126750.0,1,14,9750.0,0.0
3,2018-11-09,3084.85,1115.15,4200.0,46945.37,54600.0,1,15,4200.0,0.0
3,2019-01-02,4957.8,1792.2,6750.0,75447.9,87750.0,1,17,6750.0,0.0
3,2018-11-14,4186.59,1513.41,5700.0,63711.55,74100.0,1,18,5700.0,0.0
3,2019-01-09,4406.93,1593.07,6000.0,67064.81,78000.0,1,29,6000.0,0.0
3,2019-02-21,4406.93,1593.07,6000.0,67064.81,78000.0,1,36,6000.0,0.0
3,2019-02-21,1928.03,696.97,2625.0,29340.86,34125.0,1,37,2625.0,0.0
3,2018-09-05,5784.1,2090.9,7875.0,88022.55,102375.0,0,,0.0,0.0
3,2018-09-05,5784.1,2090.9,7875.0,88022.55,102375.0,0,,0.0,0.0
3,2018-12-26,2699.25,975.75,3675.0,41077.18,47775.0,0,,0.0,0.0
3,2018-11-27,2644.16,955.84,3600.0,40238.88,46800.0,1,40,3600.0,0.0
3,2018-12-24,2368.73,856.27,3225.0,36047.32,41925.0,1,41,3225.0,0.0
3,2018-12-28,3580.63,1294.37,4875.0,54490.16,63375.0,1,42,4875.0,0.0
3,2018-11-19,7161.27,2588.73,9750.0,108980.29,126750.0,1,43,9750.0,0.0
3,2018-10-03,2203.47,796.53,3000.0,33532.39,39000.0,1,44,3000.0,0.0
3,2018-10-29,1322.08,477.92,1800.0,20119.44,23400.0,1,45,1800.0,0.0
3,2019-01-08,2809.42,1015.58,3825.0,42753.81,49725.0,1,46,3825.0,0.0
3,2018-10-15,2203.47,796.53,3000.0,33532.39,39000.0,1,47,3000.0,0.0
3,2018-12-24,2699.25,975.75,3675.0,41077.18,47775.0,1,39,3675.0,0.0
3,2019-02-22,1156.82,418.18,1575.0,17604.51,20475.0,1,48,1575.0,0.0
3,2019-02-25,3415.37,1234.63,4650.0,51975.23,60450.0,1,49,4650.0,0.0
3,2019-02-27,4131.5,1493.5,5625.0,62873.25,73125.0,1,50,5625.0,0.0
3,2019-03-07,1872.95,677.05,2550.0,28502.53,33150.0,0,,0.0,0.0
3,2019-03-07,6610.4,2389.6,9000.0,100597.2,117000.0,0,,0.0,0.0
3,2019-03-07,7161.27,2588.73,9750.0,108980.29,126750.0,1,52,9750.0,0.0
3,2019-03-07,1872.95,677.05,2550.0,28502.53,33150.0,1,51,2550.0,0.0
3,2018-12-14,4737.45,1712.55,6450.0,72094.67,83850.0,1,33,6450.0,0.0
3,2019-03-15,9640.17,3484.83,13125.0,146704.24,170625.0,0,,0.0,0.0
3,2018-12-05,6665.49,2409.51,9075.0,101435.5,117975.0,0,,0.0,0.0
3,2018-12-03,6665.49,2409.51,9075.0,101435.5,117975.0,1,54,9075.0,0.0
3,2019-03-15,9640.17,3484.83,13125.0,146704.24,170625.0,0,,0.0,0.0
3,2019-03-20,6940.92,2509.08,9450.0,105627.06,122850.0,0,,0.0,0.0
3,2019-03-27,6940.92,2509.08,9450.0,105627.06,122850.0,0,,0.0,0.0
3,2019-03-27,6940.92,2509.08,9450.0,105627.06,122850.0,1,55,9450.0,0.0
3,2019-03-15,9640.17,3484.83,13125.0,146704.24,170625.0,1,53,13125.0,0.0
3,2019-04-01,6224.79,2250.21,8475.0,94729.04,110175.0,0,,0.0,0.0
3,2019-04-01,6224.79,2250.21,8475.0,94729.04,110175.0,0,,0.0,0.0
3,2019-03-26,6224.79,2250.21,8475.0,94729.04,110175.0,0,,0.0,0.0
3,2019-04-03,10741.9,3883.1,14625.0,163470.45,190125.0,0,,0.0,0.0
3,2019-04-03,10741.9,3883.1,14625.0,163470.45,190125.0,1,57,14625.0,0.0
3,2019-04-05,1542.43,557.57,2100.0,23472.67,27300.0,0,,0.0,0.0
3,2019-04-12,2258.55,816.45,3075.0,34370.72,39975.0,1,59,3075.0,0.0
3,2019-02-15,3966.24,1433.76,5400.0,60358.32,70200.0,1,31,5400.0,0.0
3,2019-04-17,6059.53,2190.47,8250.0,92214.11,107250.0,1,60,8250.0,0.0
3,2019-04-02,6224.79,2250.21,8475.0,94729.04,110175.0,1,56,8475.0,0.0
3,2019-04-16,2478.9,896.1,3375.0,37723.95,43875.0,0,,0.0,0.0
3,2019-04-16,2478.9,896.1,3375.0,37723.95,43875.0,1,61,3375.0,0.0
3,2019-04-08,1542.43,557.57,2100.0,23472.67,27300.0,0,,0.0,0.0
3,2019-04-05,1542.43,557.57,2100.0,23472.67,27300.0,1,58,2100.0,0.0
3,2019-04-29,1542.43,557.57,2100.0,23472.67,27300.0,1,62,2100.0,0.0
3,2019-04-30,2809.42,1015.58,3825.0,42753.81,49725.0,1,63,3825.0,0.0
3,2019-04-29,1377.17,497.83,1875.0,20957.74,24375.0,1,64,1875.0,0.0
3,2019-05-01,4406.93,1593.07,6000.0,67064.81,78000.0,1,65,6000.0,0.0
3,2019-05-01,4682.37,1692.63,6375.0,71256.34,82875.0,0,,0.0,0.0
3,2019-05-01,4682.37,1692.63,6375.0,71256.34,82875.0,1,66,4875.0,1500.0
3,2019-05-01,3305.2,1194.8,4500.0,50298.6,58500.0,0,,0.0,0.0
3,2019-05-08,3305.2,1194.8,4500.0,50298.6,58500.0,1,67,4500.0,0.0
3,2019-05-16,1707.69,617.31,2325.0,25987.6,30225.0,1,68,2325.0,0.0
3,2019-05-29,6885.83,2489.17,9375.0,104788.76,121875.0,1,69,9375.0,0.0
3,2019-05-31,5508.67,1991.33,7500.0,83830.99,97500.0,1,70,7500.0,0.0
3,2019-06-05,4792.54,1732.46,6525.0,72932.97,84825.0,1,71,6525.0,0.0
3,2019-06-07,1928.03,696.97,2625.0,29340.86,34125.0,1,72,2625.0,0.0
3,2019-06-12,1983.12,716.88,2700.0,30179.16,35100.0,1,73,2700.0,0.0
3,2019-06-19,6885.83,2489.17,9375.0,104788.76,121875.0,1,74,9375.0,0.0
3,2019-06-19,6610.4,2389.6,9000.0,100597.2,117000.0,1,75,9000.0,0.0
3,2019-06-21,2533.99,916.01,3450.0,38562.25,44850.0,1,76,3450.0,0.0
3,2019-06-24,3856.07,1393.93,5250.0,58681.69,68250.0,1,77,5250.0,0.0
3,2019-06-24,12669.93,4580.07,17250.0,192811.31,224250.0,1,78,17250.0,0.0
3,2019-07-22,7601.96,2748.04,10350.0,115686.78,134550.0,0,,0.0,0.0
3,2019-07-22,7601.96,2748.04,10350.0,115686.78,134550.0,1,79,10350.0,0.0
3,2019-07-22,9089.3,3285.7,12375.0,138321.15,160875.0,0,,0.0,0.0
3,2019-07-22,9089.3,3285.7,12375.0,138321.15,160875.0,0,,0.0,0.0
3,2019-07-22,9089.3,3285.7,12375.0,138321.15,160875.0,1,80,12375.0,0.0
3,2019-08-02,2919.59,1055.41,3975.0,44430.44,51675.0,1,81,3975.0,0.0
3,2019-08-02,1487.34,537.66,2025.0,22634.37,26325.0,1,82,2025.0,0.0
3,2019-08-02,6059.53,2190.47,8250.0,92214.11,107250.0,1,83,8250.0,0.0
3,2019-08-05,4021.33,1453.67,5475.0,61196.62,71175.0,1,84,5475.0,0.0
3,2019-08-06,881.39,318.61,1200.0,13412.95,15600.0,1,85,1200.0,0.0
3,2019-08-08,1652.6,597.4,2250.0,25149.3,29250.0,0,,0.0,0.0
3,2019-08-09,1652.6,597.4,2250.0,25149.3,29250.0,1,86,2250.0,0.0
3,2019-08-08,7161.27,2588.73,9750.0,108980.29,126750.0,1,87,9750.0,0.0
3,2019-08-28,4682.37,1692.63,6375.0,71256.34,82875.0,1,88,6375.0,0.0
3,2019-09-13,7161.27,2588.73,9750.0,108980.29,126750.0,1,89,9750.0,0.0
3,2019-09-11,11017.33,3982.67,15000.0,167662.01,195000.0,0,,0.0,0.0
3,2019-09-20,1983.12,716.88,2700.0,30179.16,35100.0,1,91,2700.0,0.0
3,2019-09-18,11017.33,3982.67,15000.0,167662.01,195000.0,0,,0.0,0.0
3,2019-09-18,11017.33,3982.67,15000.0,167662.01,195000.0,1,90,15000.0,0.0
3,2019-09-23,2258.55,816.45,3075.0,34370.72,39975.0,0,,0.0,0.0
3,2019-09-23,2478.9,896.1,3375.0,37723.95,43875.0,1,92,3375.0,0.0
3,2019-09-27,1542.43,557.57,2100.0,23472.67,27300.0,1,93,2100.0,0.0
3,2019-10-02,3305.2,1194.8,4500.0,50298.6,58500.0,1,94,4500.0,0.0
3,2019-10-03,1872.95,677.05,2550.0,28502.53,33150.0,1,95,2550.0,0.0
3,2019-10-03,8263.0,2987.0,11250.0,125746.5,146250.0,0,,0.0,0.0
3,2019-10-03,8263.0,2987.0,11250.0,125746.5,146250.0,1,96,11250.0,0.0
3,2019-10-09,7712.13,2787.87,10500.0,117363.41,136500.0,1,97,10500.0,0.0
3,2019-10-09,4627.28,1672.72,6300.0,70418.04,81900.0,1,98,6300.0,0.0
3,2019-10-09,5233.23,1891.77,7125.0,79639.46,92625.0,1,99,7125.0,0.0
3,2019-10-18,1046.65,378.35,1425.0,15927.88,18525.0,0,,0.0,0.0
3,2019-10-18,1046.65,378.35,1425.0,15927.88,18525.0,1,100,1425.0,0.0
3,2019-11-07,8263.0,2987.0,11250.0,125746.5,146250.0,0,,0.0,0.0
3,2019-11-15,13220.8,4779.2,18000.0,201194.4,234000.0,0,,0.0,0.0
3,2019-11-15,13220.8,4779.2,18000.0,201194.4,234000.0,0,,0.0,0.0
3,2019-11-15,13220.8,4779.2,18000.0,201194.4,234000.0,1,102,17950.0,50.0
3,2019-11-19,6114.62,2210.38,8325.0,93052.41,108225.0,0,,0.0,0.0
3,2019-11-19,6114.62,2210.38,8325.0,93052.41,108225.0,1,103,8325.0,0.0
3,2019-11-18,9089.3,3285.7,12375.0,138321.15,160875.0,0,,0.0,0.0
3,2019-11-18,9089.3,3285.7,12375.0,138321.15,160875.0,1,104,12375.0,0.0
3,2019-11-21,3415.37,1234.63,4650.0,51975.23,60450.0,0,,0.0,0.0
3,2019-11-21,3415.37,1234.63,4650.0,51975.23,60450.0,1,105,4650.0,0.0
3,2019-11-27,991.56,358.44,1350.0,15089.58,17550.0,0,,0.0,0.0
3,2019-11-27,991.56,358.44,1350.0,15089.58,17550.0,1,106,1350.0,0.0
3,2019-11-27,3856.07,1393.93,5250.0,58681.69,68250.0,1,107,5250.0,0.0
3,2019-11-29,1762.77,637.23,2400.0,26825.93,31200.0,1,108,2400.0,0.0
3,2019-11-07,6885.83,2489.17,9375.0,104788.76,121875.0,1,,9375.0,0.0
3,2019-12-12,1377.17,497.83,1875.0,20957.74,24375.0,1,109,1875.0,0.0
3,2019-12-10,1652.6,597.4,2250.0,25149.3,29250.0,0,,0.0,0.0
3,2019-12-13,3856.07,1393.93,5250.0,58681.69,68250.0,1,111,5250.0,0.0
3,2019-12-18,8813.87,3186.13,12000.0,134129.59,156000.0,1,112,12000.0,0.0
3,2019-12-23,2589.07,935.93,3525.0,39400.58,45825.0,0,,0.0,0.0
3,2019-12-23,2589.07,935.93,3525.0,39400.58,45825.0,0,,0.0,0.0
3,2019-12-23,1817.86,657.14,2475.0,27664.23,32175.0,1,113,2475.0,0.0
3,2019-12-24,1211.91,438.09,1650.0,18442.81,21450.0,1,114,1650.0,0.0
3,2019-12-09,1652.6,597.4,2250.0,25149.3,29250.0,1,110,2250.0,0.0
3,2019-12-25,4406.93,1593.07,6000.0,67064.81,78000.0,0,,0.0,0.0
3,2019-12-25,4406.93,1593.07,6000.0,67064.81,78000.0,1,115,6000.0,0.0
3,2020-01-01,374.59,135.41,510.0,5700.51,6630.0,0,,0.0,0.0
3,2019-12-27,7712.13,2787.87,10500.0,117363.41,136500.0,0,,0.0,0.0
3,2019-12-30,7712.13,2787.87,10500.0,117363.41,136500.0,1,117,10500.0,0.0
3,2019-12-31,1211.91,438.09,1650.0,18442.81,21450.0,1,118,1650.0,0.0
3,2020-01-10,2203.47,796.53,3000.0,33532.39,39000.0,1,,3000.0,0.0
3,2020-01-13,2809.42,1015.58,3825.0,42753.81,49725.0,0,,0.0,0.0
3,2020-01-13,2809.42,1015.58,3825.0,42753.81,49725.0,0,,0.0,0.0
3,2020-01-13,2809.42,1015.58,3825.0,42753.81,49725.0,0,,0.0,0.0
3,2020-01-13,2809.42,1015.58,3825.0,42753.81,49725.0,1,120,3825.0,0.0
3,2020-01-14,3305.2,1194.8,4500.0,50298.6,58500.0,0,,0.0,0.0
3,2020-01-14,3305.2,1194.8,4500.0,50298.6,58500.0,0,,0.0,0.0
3,2020-01-20,6940.92,2509.08,9450.0,105627.06,122850.0,0,,0.0,0.0
3,2020-01-20,6940.92,2509.08,9450.0,105627.06,122850.0,0,,0.0,0.0
3,2020-01-20,5288.32,1911.68,7200.0,80477.76,93600.0,0,,0.0,0.0
3,2020-01-20,5288.32,1911.68,7200.0,80477.76,93600.0,1,123,7200.0,0.0
3,2020-01-23,2258.55,816.45,3075.0,34370.72,39975.0,0,,0.0,0.0
3,2020-01-23,2258.55,816.45,3075.0,34370.72,39975.0,1,124,3075.0,0.0
3,2020-01-28,1046.65,378.35,1425.0,15927.88,18525.0,0,,0.0,0.0
3,2020-01-29,1322.08,477.92,1800.0,20119.44,23400.0,1,126,1800.0,0.0
3,2020-01-28,1046.65,378.35,1425.0,15927.88,18525.0,1,125,1425.0,0.0
3,2020-01-31,1817.86,657.14,2475.0,27664.23,32175.0,0,,0.0,0.0
3,2020-01-31,6885.83,2489.17,9375.0,104788.76,121875.0,0,,0.0,0.0
3,2020-01-31,6885.83,2489.17,9375.0,104788.76,121875.0,1,128,9375.0,0.0
3,2020-02-03,1156.82,418.18,1575.0,17604.51,20475.0,0,,0.0,0.0
3,2020-01-31,1817.86,657.14,2475.0,27664.23,32175.0,1,127,2475.0,0.0
3,2020-02-03,1156.82,418.18,1575.0,17604.51,20475.0,1,130,1575.0,0.0
3,2020-01-20,6940.92,2509.08,9450.0,105627.06,122850.0,1,122,9450.0,0.0
3,2020-01-10,2203.47,796.53,3000.0,33532.39,39000.0,1,119,3000.0,0.0
3,2020-01-14,3305.2,1194.8,4500.0,50298.6,58500.0,1,121,4500.0,0.0
3,2019-11-07,6885.83,2489.17,9375.0,104788.76,121875.0,1,,9375.0,0.0
3,2019-11-07,6885.83,2489.17,9375.0,104788.76,121875.0,1,101,9375.0,0.0
3,2020-02-28,1542.43,557.57,2100.0,23472.67,27300.0,0,,0.0,0.0
3,2020-02-28,1487.34,537.66,2025.0,22634.37,26325.0,0,,0.0,0.0
3,2020-02-28,1542.43,557.57,2100.0,23472.67,27300.0,1,131,2100.0,0.0
3,2020-02-28,1487.34,537.66,2025.0,22634.37,26325.0,0,,0.0,0.0
3,2020-02-28,1487.34,537.66,2025.0,22634.37,26325.0,1,132,2025.0,0.0
3,2020-03-02,11017.33,3982.67,15000.0,167662.01,195000.0,0,,0.0,0.0
3,2020-03-02,11017.33,3982.67,15000.0,167662.01,195000.0,1,133,15000.0,0.0
3,2020-03-05,4406.93,1593.07,6000.0,67064.81,78000.0,1,134,6000.0,0.0
3,2020-03-10,5233.23,1891.77,7125.0,79639.46,92625.0,1,135,4425.0,2700.0
3,2020-03-16,1487.34,537.66,2025.0,22634.37,26325.0,0,,0.0,0.0
3,2020-03-18,1542.43,557.57,2100.0,23472.67,27300.0,0,,0.0,0.0
